Collection Title,"Somali Songs, 1955-1991: The Maryan “Aryette” Omar Ali Collection"
Collection Dates,Creation: 1955 - 1991
Collection Identifier,AWM Spec Coll 103
EAD ID,mus00044

Database Number,Component Title,Component Date,Start Year,End Year,Component identifier,Container info,Component type,Component creator,Digital content link,Access Note,Physical description,Level 1,Level 2
mus00044c00829,Side B. Track 3: Yaa baraaya caashaqa,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs of Sahro Axmed (Zahra Ahmed), 
mus00044c00830,Side B. Track 4: Waa adiga caashaquyeey or Sida ubaxa waabberiga,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs of Sahro Axmed (Zahra Ahmed), 
mus00044c00831,Heeso xul ah (Mixed Tape),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12294",otherlevel,,"","","",Audiocassettes, , 
mus00044c00832,Side A. Track 1: Waa duni gabowdoo [An aged/ending world],"",1964-06-20,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Mixed Tape), 
mus00044c00833,"Side A. Track 2: Caydhiin iyo Bisayl or Cawaansayeey (from the play ""Indho Sarcaad"")","",1964-12-05,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Mixed Tape), 
mus00044c00834,Side A. Track 3: Dagaallan ,"",1963,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Mixed Tape), 
mus00044c00835,"Side A. Track 4: Geeriyo magli’i (from the play ""Indho Sarcaad"")","",1963,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Mixed Tape), 
mus00044c00836,Side B. Track 1: Geeriyo magli’i (from the play Indho Sarcaad),"",1963,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Mixed Tape), 
mus00044c00837,Side B. Track 2: Hawdeey magacaagiyo ,"",1965-04-03,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Mixed Tape), 
mus00044c00838,Side B. Track 3: Ma habboontahay ,"",1962-10-23,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Mixed Tape), 
mus00044c00839,Side B. Track 4: Wajeereey ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Mixed Tape), 
mus00044c00840,Songs by Salaax Qaasim and Qamar Cabdillaahi Harawo (Salah Kassim and Qamar Abdillahi Harawo),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12295",item,,"","","",Audiocassettes, , 
mus00044c00841,Side A. Track 1: Bariidaduna waa sedee ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Salaax Qaasim and Qamar Cabdillaahi Harawo (Salah Kassim and Qamar Abdillahi Harawo), 
mus00044c00842,Side A. Track 2: Waan bukaayee ma ogtahay ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Salaax Qaasim and Qamar Cabdillaahi Harawo (Salah Kassim and Qamar Abdillahi Harawo), 
mus00044c00843,Side A. Track 3: Ha noolaato waa gobee ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Salaax Qaasim and Qamar Cabdillaahi Harawo (Salah Kassim and Qamar Abdillahi Harawo), 
mus00044c00844,Side B. Track 1: Waanu igu sawiranyahay ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Salaax Qaasim and Qamar Cabdillaahi Harawo (Salah Kassim and Qamar Abdillahi Harawo), 
mus00044c00845,Side B. Track 2: Maasha Allee,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Salaax Qaasim and Qamar Cabdillaahi Harawo (Salah Kassim and Qamar Abdillahi Harawo), 
mus00044c00846,Side B. Track 3: Qalbaygu laba ruux,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Salaax Qaasim and Qamar Cabdillaahi Harawo (Salah Kassim and Qamar Abdillahi Harawo), 
mus00044c00847,Side B. Track 4: Ma ogiye jacayl ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Salaax Qaasim and Qamar Cabdillaahi Harawo (Salah Kassim and Qamar Abdillahi Harawo), 
mus00044c00848,Songs by Maryan Mursal and Cabdinaasir Maxamad (Abdinasir Mohamed),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12296",item,,"","","",Audiocassettes, , 
mus00044c00849,Side A. Track 1: Waxaa ku lumiyey lacag ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Maryan Mursal and Cabdinaasir Maxamad (Abdinasir Mohamed), 
mus00044c00850,Side A. Track 2: Maryaneey ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Maryan Mursal and Cabdinaasir Maxamad (Abdinasir Mohamed), 
mus00044c00851,Side A. Track 3: Kaaf iyo kala-dheeri,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Maryan Mursal and Cabdinaasir Maxamad (Abdinasir Mohamed), 
mus00044c00852,Side B. Track 1: Malagii ku dilay or Miyaa laygu kaa diray,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Maryan Mursal and Cabdinaasir Maxamad (Abdinasir Mohamed), 
mus00044c00853,Side B. Track 2: Shakiga iska saar or Cuqdaddaa ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Maryan Mursal and Cabdinaasir Maxamad (Abdinasir Mohamed), 
mus00044c00854,Side B. Track 3: Ninka calaf ku siiyee ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Maryan Mursal and Cabdinaasir Maxamad (Abdinasir Mohamed), 
mus00044c00855,Kooxda Durdur ,"",1987,"",AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12297",item,,"","","",Audiocassettes, , 
mus00044c00856,Side A. Track 1: Mar un ii bishaaree ,"",1987,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Kooxda Durdur , 
mus00044c00857,Side A. Track 2: Dersi aan lahaa ,"",1987,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Kooxda Durdur , 
mus00044c00858,Side A. Track 3: Reerkaada joogeey or Rag kaleeto ,"",1987,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Kooxda Durdur , 
mus00044c00859,Side A. Track 4: Uu Aa Uu Aa   ,"",1987,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Kooxda Durdur , 
mus00044c00860,Side B. Track 1: Liibaantu or Liqliqan jacayl,"",1987,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Kooxda Durdur , 
mus00044c00861,Side B. Track 2: Amarkaa sidaa wax yiree or Ilwaad quruxeey,"",1987,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Kooxda Durdur , 
mus00044c00862,Side B. Track 3: Samo la’aan ku noogayeey or Waxaan sugi ma heleyaa,"",1987,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Kooxda Durdur , 
mus00044c00863,Side B. Track 4: Larkin Shareeroo ,"",1987,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Kooxda Durdur , 
mus00044c00864,Songs by Maxamed Suleebaan (Mohamed Suleiman),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12298",item,,"","","",Audiocassettes, , 
mus00044c00865,Side A. Track 1: Taallo ma u samaysaan or Iga tiiri caashaqa,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Maxamed Suleebaan (Mohamed Suleiman), 
mus00044c00866,Side A. Track 2: Haweeyaay ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Maxamed Suleebaan (Mohamed Suleiman), 
mus00044c00867,Side A. Track 3: Adiguna hawootoo ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Maxamed Suleebaan (Mohamed Suleiman), 
mus00044c00868,Side B. Track 1: Daraaddaa Maxibbooy (Qaraami) ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Maxamed Suleebaan (Mohamed Suleiman), 
mus00044c00869,Side B. Track 2: Waqti ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Maxamed Suleebaan (Mohamed Suleiman), 
mus00044c00870,Side B. Track 3: Aan dhammayno xaajada ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Maxamed Suleebaan (Mohamed Suleiman), 
mus00044c00871,Side B. Track 4: Nugul – Roobkii helay (Qaraami) ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Maxamed Suleebaan (Mohamed Suleiman), 
mus00044c00872,"Songs by Khadra Daahir iyo Axmed Cali Cigaal (Khadra Dahir and Ahmed Ali Egal) from the play ""Jinni iyo Jacayl""","",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12299",item,,"","","",Audiocassettes, , 
mus00044c00873,Side A. Track 1: Waranka caashaqa,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Khadra Daahir iyo Axmed Cali Cigaal (Khadra Dahir and Ahmed Ali Egal) from the play ""Jinni iyo Jacayl""", 
mus00044c00874,Side A. Track 2: Awrkii Cirka ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Khadra Daahir iyo Axmed Cali Cigaal (Khadra Dahir and Ahmed Ali Egal) from the play ""Jinni iyo Jacayl""", 
mus00044c00875,Side A. Track 3: Waxba ha ii calaacalin ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Khadra Daahir iyo Axmed Cali Cigaal (Khadra Dahir and Ahmed Ali Egal) from the play ""Jinni iyo Jacayl""", 
mus00044c00876,Side B. Track 1: Garashada xasuuso ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Khadra Daahir iyo Axmed Cali Cigaal (Khadra Dahir and Ahmed Ali Egal) from the play ""Jinni iyo Jacayl""", 
mus00044c00877,Side B. Track 2: La gurguuro caashaqa ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Khadra Daahir iyo Axmed Cali Cigaal (Khadra Dahir and Ahmed Ali Egal) from the play ""Jinni iyo Jacayl""", 
mus00044c00878,Side B. Track 3: Yabaal  ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Khadra Daahir iyo Axmed Cali Cigaal (Khadra Dahir and Ahmed Ali Egal) from the play ""Jinni iyo Jacayl""", 
mus00044c00879,"Benadiri (Reer Xamar) Songs from the play ""Luul iyo Leyla""","",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12300",item,,"","","",Audiocassettes, , 
mus00044c01322,Side A. Track 1.,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Benadiri (Reer Xamar) Songs from the play ""Luul iyo Leyla""", 
mus00044c01326,Side A. Track 5. ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Benadiri (Reer Xamar) Songs from the play ""Luul iyo Leyla""", 
mus00044c01327,Side B. Track 1.,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Benadiri (Reer Xamar) Songs from the play ""Luul iyo Leyla""", 
mus00044c01328,Side B. Track 2.,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Benadiri (Reer Xamar) Songs from the play ""Luul iyo Leyla""", 
mus00044c01329,Side B. Track 3. ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Benadiri (Reer Xamar) Songs from the play ""Luul iyo Leyla""", 
mus00044c01330,Side B. Track 4. ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Benadiri (Reer Xamar) Songs from the play ""Luul iyo Leyla""", 
mus00044c01331,Side B. Track 5. ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Benadiri (Reer Xamar) Songs from the play ""Luul iyo Leyla""", 
mus00044c00880,Songs from Djibouti by Cabdinuur Alaale (Abdinur Alaleh),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12301",item,,"","","",Audiocassettes, , 
mus00044c00881,Side A. Track 1: Haddaad bogsateen haweenow ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from Djibouti by Cabdinuur Alaale (Abdinur Alaleh), 
mus00044c00882,Side A. Track 2: Buti iyo dadqalato,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from Djibouti by Cabdinuur Alaale (Abdinur Alaleh), 
mus00044c00883,Side A. Track 3: Yaanu idin luggoyn dumar ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from Djibouti by Cabdinuur Alaale (Abdinur Alaleh), 
mus00044c00884,Side A. Track 4: Waxaad gocatay ii sheeg ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from Djibouti by Cabdinuur Alaale (Abdinur Alaleh), 
mus00044c00885,Side A. Track 5: Erey jaban ka dhowr or Asqowday maad aammusiin,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from Djibouti by Cabdinuur Alaale (Abdinur Alaleh), 
mus00044c00886,Side B. Track 1: Haygu waabin jacaylka,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from Djibouti by Cabdinuur Alaale (Abdinur Alaleh), 
mus00044c00887,Side B. Track 2: Ayaandarro see waxay tahay or Geed odax leh ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from Djibouti by Cabdinuur Alaale (Abdinur Alaleh), 
mus00044c00888,Side B. Track 3: Waana midabka dunida or Maandhaafka aadmiga,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from Djibouti by Cabdinuur Alaale (Abdinur Alaleh), 
mus00044c00889,Side B. Track 4: dadka hayska Weyneen,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from Djibouti by Cabdinuur Alaale (Abdinur Alaleh), 
mus00044c00890,Heeso Xul ah (Qaraami): Qaraami songs by different singers,"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12302",item,,"","","",Audiocassettes, , 
mus00044c00891,Side A. Track 1: Ha i gabinee hay goynee ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso Xul ah (Qaraami): Qaraami songs by different singers, 
mus00044c00892,Side A. Track 2: Subcis Qaraami (Music) ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso Xul ah (Qaraami): Qaraami songs by different singers, 
mus00044c00893,Side A. Track 3: Subcis Qaraami,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso Xul ah (Qaraami): Qaraami songs by different singers, 
mus00044c00894,Side A. Track 4: Beerdilaacshe Qaraami,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso Xul ah (Qaraami): Qaraami songs by different singers, 
mus00044c00895,Side B. Track 1: Yaaleey Qaraami,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso Xul ah (Qaraami): Qaraami songs by different singers, 
mus00044c00896,Side B. Track 2: Soodaani Qaraami,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso Xul ah (Qaraami): Qaraami songs by different singers, 
mus00044c00897,Side B. Track 3: Heeleelooy Qaraami ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso Xul ah (Qaraami): Qaraami songs by different singers, 
mus00044c00898,Side B. Track 4: Uu Aaa Qaraami,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso Xul ah (Qaraami): Qaraami songs by different singers, 
mus00044c00899,Songs by Xasan Aadan Samatar (Hasan Aden Samatar),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12303",item,,"","","",Audiocassettes, , 
mus00044c00900,Side A. Track 1: Ayaamaha ,"",1975,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Xasan Aadan Samatar (Hasan Aden Samatar), 
mus00044c00901,Side A. Track 2: Sida meel fagaaro ah or Fowsiyaay i deeqdee,"",1973,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Xasan Aadan Samatar (Hasan Aden Samatar), 
mus00044c00902,Side A. Track 3: Huburow ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Xasan Aadan Samatar (Hasan Aden Samatar), 
mus00044c00903,Side B. Track 1: Durduryahow ,"",1975,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Xasan Aadan Samatar (Hasan Aden Samatar), 
mus00044c00904,Side B. Track 2: Axaddii ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Xasan Aadan Samatar (Hasan Aden Samatar), 
mus00044c00905,Side B. Track 3: Aaminaay xasuusow,"",1974,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Xasan Aadan Samatar (Hasan Aden Samatar), 
mus00044c00906,Heeso xul ah (Mixed tape),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12304",item,,"","","",Audiocassettes, , 
mus00044c00907,Side A. Track 1: Isa soo maqiiq or Waan mussannaabay  ,"",1964-01-12,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Mixed tape), 
mus00044c00908,Side A. Track 2: Godadle,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Mixed tape), 
mus00044c00909,Side A. Track 3: Hoo gacanta ,"",1968,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Mixed tape), 
mus00044c00910,Side B. Track 1: Ka adkow naftaada,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Mixed tape), 
mus00044c00911,Side B. Track 2: Garmaqaate warankiyo,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Mixed tape), 
mus00044c00912,Side B. Track 3: Ubaxii Baxayaay ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Mixed tape), 
mus00044c00913,Songs by Faarax Siidow (Farah Sidow),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12305",item,,"","","",Audiocassettes, , 
mus00044c00914,Side A. Track 1: Jannada iyo cadaabtay ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Faarax Siidow (Farah Sidow), 
mus00044c00915,Side A. Track 2: Ma aqaan meel aan u aadee,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Faarax Siidow (Farah Sidow), 
mus00044c00916,Side A. Track 3: Coomaadi ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Faarax Siidow (Farah Sidow), 
mus00044c00917,Side A. Track 4: Injir ceelka ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Faarax Siidow (Farah Sidow), 
mus00044c00918,Side B. Track 1: Haddaan ahay jacayl ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Faarax Siidow (Farah Sidow), 
mus00044c00919,Side B. Track 2: Qadrooy or Khadrooy,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Faarax Siidow (Farah Sidow), 
mus00044c00920,Side B. Track 3: Naxdinlaay adduunyadu ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Faarax Siidow (Farah Sidow), 
mus00044c00921,Side B. Track 4: Qur’aan ha la i saaro ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Faarax Siidow (Farah Sidow), 
mus00044c00922,Side B. Track 5: Jamaal quruxwanaageey,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Faarax Siidow (Farah Sidow), 
mus00044c00923,Heeso xul ah (Mixed tape),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12306",item,,"","","",Audiocassettes, , 
mus00044c00924,Side A. Track 1: Yaa dhexdeenna soo galay ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Mixed tape), 
mus00044c00925,Side A. Track 2: Gayaankaygiyow or Gurigeenna yagleel,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Mixed tape), 
mus00044c00926,Side A. Track 3: Weli jacaylku ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Mixed tape), 
mus00044c00927,Side B. Track 1: Saranseer ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Mixed tape), 
mus00044c00928,Side B. Track 2: Reerkiina hodanka ah ,"",1974,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Mixed tape), 
mus00044c00929,Side B. Track 3: Kala hadhi maynee or Hilbaheennaa isku yaalee ,"",1974,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Mixed tape), 
mus00044c00930,Side B. Track 4: Silcayeey ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Mixed tape), 
mus00044c00931,Songs by Salaad Maxamed Derbi (Salad Mohamed Derbi),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12307",item,,"","","",Audiocassettes, , 
mus00044c00932,Side A. Track 1: Subcis ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Salaad Maxamed Derbi (Salad Mohamed Derbi), 
mus00044c00933,Side A. Track 2: Ima ogide waxaan ahay ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Salaad Maxamed Derbi (Salad Mohamed Derbi), 
mus00044c00934,Side A. Track 3: Beeni raad maleh ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Salaad Maxamed Derbi (Salad Mohamed Derbi), 
mus00044c00935,Side A. Track 4: Ila dadaal ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Salaad Maxamed Derbi (Salad Mohamed Derbi), 
mus00044c00936,Side B. Track 1: Ku illoobee ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Salaad Maxamed Derbi (Salad Mohamed Derbi), 
mus00044c00937,Side B. Track 2: Meeday Meeday ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Salaad Maxamed Derbi (Salad Mohamed Derbi), 
mus00044c00938,Side B. Track 3: Waa silsiladee,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Salaad Maxamed Derbi (Salad Mohamed Derbi), 
mus00044c00939,Side B. Track 4: Ceelbuur,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Salaad Maxamed Derbi (Salad Mohamed Derbi), 
mus00044c00940,Songs from the play “Gaarabidhaan iyo Hadimo”,"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12308",item,,"","","",Audiocassettes, , 
mus00044c00941,Side A. Track 1: Bal busaadeey ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from the play “Gaarabidhaan iyo Hadimo”, 
mus00044c00942,Side A. Track 2: Dan la’aanta dhaaxaa ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from the play “Gaarabidhaan iyo Hadimo”, 
mus00044c00943,Side A. Track 3: Cakuyey naag madow ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from the play “Gaarabidhaan iyo Hadimo”, 
mus00044c00944,Side A. Track 4: Geed madi ahoo,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from the play “Gaarabidhaan iyo Hadimo”, 
mus00044c00945,Side B. Track 1: Subcis,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from the play “Gaarabidhaan iyo Hadimo”, 
mus00044c00946,Side B. Track 2: Babbaaygii Jamaamiyo,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from the play “Gaarabidhaan iyo Hadimo”, 
